"Player_Name","Nation","Position_1","Position_2","Team_Name","Age","Birth_Year","Matches_Played_By_Player","Player_Starts","Player_Minutes_Played","Gls_By_Player","Ast_By_Player","PK_By_Player","Pkatt_By_Player","CrdY_By_Player","CrdR_By_Player","Season_Year","Player_SH","Player_SoT","Player_FK","Player_KP_Ast","Player_Total_Cmp_Passes","Player_Total_Att_Passes","Player_Short_Cmp_Passes","Player_Short_Att_Passes","Player_Medium_Cmp_Passes","Player_Medium_Att_Passes","Player_Long_Cmp_Passes","Player_Long_Att_Passes","Player_Passes_Left_Foot","Player_Passes_Right_Foot","Player_Passes_Through_Ball","Player_Passes_FK","Corner_Kicks","Thrown_Ins","Passes_Into_Final_Third","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","X2CrdY","Fls_Committed","Fld_Drawn","Offside","Crosses","TklW","Interception","PKwon","PKcon","OG","Succ_Dribbles","Att_Dribbles","Succ_Players_Dribbled_Past","Nutmegs","Dribblers_Tkl","Dribblers_Att_tkl","Dribbled_Past_By_Opp","Season_End_Team_Ranking","Team_MP","Team_Wins","Team_Ties","Team_Losses","Team_GF","Team_GA","Team_Season_End_Pts","Audience_Attendance"
"Jonjoe Kenny\Jonjoe-Kenny"," ENG","DF",NA,"Everton",21,1997,10,8,790,0,1,0,0,1,0,"2018-19",3,0,0,5,431,575,3,14,350,417,78,144,20,382,3,0,0,128,47,11,2,0,10,1,0,17,12,16,0,0,0,7,13,10,1,22,32,10,8,38,15,9,14,54,46,54,"39,043"
"Max Kilman\Max-Kilman"," ENG","DF",NA,"Wolves",21,1997,1,0,NA,0,0,0,0,0,0,"2018-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,16,9,13,47,46,57,"31,030"
"Joshua King\Joshua-King","NOR","FW",NA,"Bournemouth",26,1992,35,34,2974,12,3,5,6,3,0,"2018-19",64,18,0,37,607,868,13,50,523,692,71,126,106,641,0,4,3,5,42,35,3,0,52,45,7,43,25,6,2,0,0,73,119,79,5,32,50,18,14,38,13,6,19,56,70,45,"10,532"
"Anthony Knockaert\Anthony-Knockaert","FRA","FW","MF","Brighton",26,1991,30,18,1833,2,6,0,0,4,1,"2018-19",29,9,2,40,523,736,8,29,407,500,108,207,622,66,45,2,46,8,22,11,3,0,23,20,3,107,17,29,0,0,0,29,62,33,2,28,54,26,17,38,9,9,20,35,60,36,"30,426"
"Sead Kola?inac\Sead-Kolasinac","BIH","DF",NA,"Arsenal",25,1993,24,22,1890,0,5,0,0,5,0,"2018-19",10,2,0,32,973,1227,16,56,843,993,114,178,837,112,13,5,2,203,52,24,9,0,21,10,11,51,18,22,1,1,1,16,33,17,1,32,49,17,5,38,21,7,10,73,51,70,"59,899"
"Vincent Kompany\Vincent-Kompany","BEL","DF",NA,"Manchester City",32,1986,17,13,1223,1,0,0,0,6,0,"2018-19",3,1,0,3,1127,1212,4,8,751,797,372,407,36,1118,5,0,0,0,109,1,0,0,17,0,1,0,9,15,0,0,0,3,4,3,0,13,15,2,1,38,32,2,4,95,23,98,"54,130"
"Terence Kongolo\Terence-Kongolo","NED","DF",NA,"Huddersfield",24,1994,32,32,2722,1,1,0,0,4,0,"2018-19",14,4,0,9,952,1253,5,30,703,819,244,404,931,127,22,3,0,88,74,11,4,0,20,26,2,28,45,66,0,1,1,13,21,14,0,83,112,29,20,38,3,7,28,22,76,16,"23,203"
"Laurent Koscielny\Laurent-Koscielny","FRA","DF",NA,"Arsenal",32,1985,17,13,1330,3,0,0,0,1,0,"2018-19",5,4,0,2,805,871,4,10,493,520,308,341,96,724,26,0,0,0,27,2,0,0,11,15,0,0,10,29,0,0,0,1,2,1,0,19,24,5,5,38,21,7,10,73,51,70,"59,899"
"Cheikhou KouyatÇ\Cheikhou-Kouyate","SEN","MF",NA,"Crystal Palace",28,1989,31,21,1897,0,2,0,0,3,0,"2018-19",21,8,0,15,639,798,17,36,536,640,86,122,98,576,6,3,0,12,67,4,2,0,35,17,4,8,34,17,1,0,0,19,26,20,1,54,78,24,12,38,14,7,17,51,53,49,"25,455"
"Mateo Kova?i?\Mateo-Kovacic","CRO","MF",NA,"Chelsea",24,1994,32,21,1744,0,2,0,0,3,0,"2018-19",29,3,0,25,1355,1485,19,33,1141,1221,195,231,56,1397,12,5,1,9,136,19,1,0,19,33,0,8,34,9,0,0,0,34,41,34,1,49,70,21,3,38,21,9,8,63,39,72,"40,437"
"Rajiv van La Parra\Rajiv-van-La-Parra","NED","MF","FW","Huddersfield",27,1991,5,5,407,0,0,0,0,0,0,"2018-19",5,0,0,5,94,121,3,8,70,83,21,30,12,95,2,0,0,5,6,1,0,0,4,14,0,6,6,4,0,0,0,7,22,8,1,8,14,6,20,38,3,7,28,22,76,16,"23,203"
"Alexandre Lacazette\Alexandre-Lacazette","FRA","FW",NA,"Arsenal",27,1991,35,27,2505,13,8,0,0,2,0,"2018-19",81,28,1,29,579,797,39,84,475,607,65,106,111,635,0,6,0,3,32,35,1,0,51,54,24,30,28,15,1,0,0,52,72,53,4,35,51,16,5,38,21,7,10,73,51,70,"59,899"
"Adam Lallana\Adam-Lallana"," ENG","MF","FW","Liverpool",30,1988,13,5,465,0,0,0,0,1,0,"2018-19",5,2,0,9,253,304,9,16,226,256,18,32,87,189,3,1,5,1,13,8,0,0,4,11,0,8,11,3,0,0,0,9,13,10,1,16,24,8,2,38,30,7,1,89,22,97,"52,983"
"êrik Lamela\Erik-Lamela","ARG","FW","MF","Tottenham",26,1992,19,9,972,4,2,0,0,2,0,"2018-19",29,11,1,24,368,449,8,23,308,353,52,73,400,30,5,3,20,1,26,19,1,0,23,18,1,28,15,8,0,0,0,21,33,23,1,21,28,7,4,38,23,2,13,67,39,71,"54,216"
"Manuel Lanzini\Manuel-Lanzini","ARG","MF",NA,"West Ham",25,1993,10,8,689,1,1,0,0,2,0,"2018-19",11,4,3,6,408,471,19,27,359,393,30,51,28,432,8,0,7,3,28,6,0,0,5,7,0,16,9,7,1,0,0,13,19,14,1,10,24,14,10,38,15,7,16,52,55,52,"58,336"
"Aymeric Laporte\Aymeric-Laporte","FRA","DF",NA,"Manchester City",24,1994,35,34,3057,3,3,0,0,3,0,"2018-19",27,7,0,14,2793,3028,11,21,1983,2079,799,928,2093,707,36,6,0,41,322,7,0,0,22,18,2,8,27,38,0,0,0,2,5,3,0,44,60,16,1,38,32,2,4,95,23,98,"54,130"
"Jamaal Lascelles\Jamaal-Lascelles"," ENG","DF",NA,"Newcastle Utd",24,1993,32,32,2745,0,1,0,0,4,0,"2018-19",10,1,0,2,836,1087,7,22,553,673,276,392,158,762,20,1,0,2,42,0,0,0,16,9,1,2,16,39,0,0,0,3,4,3,0,35,43,8,13,38,12,9,17,42,48,45,"51,121"
"Maxime Le Marchand\Maxime-Le-Marchand","FRA","DF",NA,"Fulham",28,1989,26,25,2252,0,1,0,0,5,0,"2018-19",4,0,0,7,1195,1448,5,24,915,1002,275,422,1080,202,31,0,0,67,57,9,3,0,28,7,3,17,30,55,0,1,0,9,13,9,1,58,81,23,19,38,7,5,26,34,81,26,"24,371"
"Florian Lejeune\Florian-Lejeune","FRA","DF",NA,"Newcastle Utd",27,1991,12,12,1055,0,0,0,0,0,0,"2018-19",6,2,0,3,427,554,0,8,258,309,169,237,61,433,16,0,0,5,49,3,0,0,11,6,0,7,14,20,0,1,0,3,3,3,0,29,45,16,13,38,12,9,17,42,48,45,"51,121"
"Mario Lemina\Mario-Lemina","GAB","MF",NA,"Southampton",24,1993,21,18,1615,1,1,0,0,5,0,"2018-19",27,4,0,11,704,833,9,19,560,624,135,190,127,640,5,0,0,4,67,9,0,0,31,23,1,10,40,42,0,0,0,29,45,29,2,51,68,17,16,38,9,12,17,45,65,39,"30,139"
"Aaron Lennon\Aaron-Lennon"," ENG","FW","MF","Burnley",31,1987,16,14,1216,1,1,0,0,1,0,"2018-19",4,2,0,7,235,316,1,16,199,241,35,59,34,255,0,0,0,4,7,7,2,0,12,16,0,24,20,8,0,1,0,8,15,8,1,33,45,12,15,38,11,7,20,45,68,40,"20,534"
"Bernd Leno\Bernd-Leno","GER","GK",NA,"Arsenal",26,1992,32,31,2835,0,0,0,0,0,0,"2018-19",0,0,0,0,779,1102,4,7,408,412,367,683,181,703,105,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,38,21,7,10,73,51,70,"59,899"
"Jefferson Lerma\Jefferson-Lerma","COL","MF",NA,"Bournemouth",23,1994,30,29,2510,2,0,0,0,12,0,"2018-19",33,8,0,15,1320,1566,15,38,1018,1147,287,381,147,1267,38,1,0,1,116,13,1,0,44,51,3,4,35,55,1,0,1,28,34,28,0,46,79,33,14,38,13,6,19,56,70,45,"10,532"
"Stephan Lichtsteiner\Stephan-Lichtsteiner","SUI","DF",NA,"Arsenal",34,1984,14,10,940,0,0,0,0,3,0,"2018-19",1,0,0,2,460,600,3,30,385,435,72,135,101,370,9,0,0,89,22,6,1,0,11,10,2,30,5,8,0,0,0,8,10,8,0,12,26,14,5,38,21,7,10,73,51,70,"59,899"
"Victor Lindelîf\Victor-Lindelof","SWE","DF",NA,"Manchester Utd",24,1994,30,29,2602,1,1,0,0,1,0,"2018-19",7,1,0,4,1323,1481,12,27,1015,1079,296,375,260,1091,24,3,0,12,57,6,0,0,20,16,0,0,21,24,0,0,1,7,7,7,1,34,42,8,6,38,19,9,10,65,54,66,"74,498"
"Jesse Lingard\Jesse-Lingard"," ENG","FW","MF","Manchester Utd",25,1992,27,19,1669,4,2,1,1,3,0,"2018-19",31,12,0,17,668,788,30,49,564,636,74,103,68,685,3,3,2,10,59,14,1,0,27,25,7,18,10,10,2,0,0,19,39,23,1,20,49,29,6,38,19,9,10,65,54,66,"74,498"
"Fernando Llorente\Fernando-Llorente","ESP","FW",NA,"Tottenham",33,1985,20,6,683,1,4,0,0,2,0,"2018-19",23,5,0,11,152,220,6,11,133,185,13,24,34,115,0,0,0,0,9,2,0,0,12,6,5,1,3,2,0,0,1,9,13,10,0,4,7,3,4,38,23,2,13,67,39,71,"54,216"
"Hugo Lloris\Hugo-Lloris","FRA","GK",NA,"Tottenham",31,1986,33,33,2970,0,0,0,0,0,0,"2018-19",0,0,0,1,890,1169,0,0,408,413,482,756,810,171,67,0,0,0,10,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,38,23,2,13,67,39,71,"54,216"
"JÅrgen Locadia\Jurgen-Locadia","NED","FW","MF","Brighton",24,1993,26,12,1227,2,0,0,0,1,0,"2018-19",26,9,1,13,263,357,5,16,217,280,41,61,44,273,1,0,0,5,12,9,2,0,22,11,11,12,14,9,0,0,0,8,10,8,0,22,28,6,17,38,9,9,20,35,60,36,"30,426"
"Ruben Loftus-Cheek\Ruben-Loftus-Cheek"," ENG","MF","FW","Chelsea",22,1996,24,6,983,6,2,0,0,0,0,"2018-19",27,8,0,17,549,624,12,29,480,527,57,68,67,526,2,1,2,3,45,6,0,0,10,23,2,2,15,13,0,0,0,27,42,29,1,18,26,8,3,38,21,9,8,63,39,72,"40,437"
"Kevin Long\Kevin-Long","IRL","DF",NA,"Burnley",27,1990,6,5,513,0,1,0,0,0,0,"2018-19",1,0,0,0,139,177,1,3,80,93,58,81,9,139,2,0,0,2,8,0,0,0,3,5,0,0,13,6,0,0,0,0,0,0,0,21,29,8,15,38,11,7,20,45,68,40,"20,534"
"Shane Long\Shane-Long","IRL","FW","MF","Southampton",31,1987,26,12,1270,5,1,0,0,3,0,"2018-19",30,9,0,13,211,329,9,24,181,259,21,46,39,183,0,0,0,0,13,5,2,0,26,23,12,13,5,5,1,0,0,6,15,7,0,11,21,10,16,38,9,12,17,45,65,39,"30,139"
"Sean Longstaff\Sean-Longstaff"," ENG","MF",NA,"Newcastle Utd",20,1997,9,8,687,1,0,0,0,2,0,"2018-19",8,2,0,5,236,295,1,5,167,191,68,99,71,190,3,1,0,0,29,5,0,0,7,8,0,3,19,8,1,0,0,5,6,5,0,25,41,16,13,38,12,9,17,42,48,45,"51,121"
"Ademola Lookman\Ademola-Lookman"," ENG","FW","MF","Everton",20,1997,21,3,601,0,2,0,0,0,0,"2018-19",12,3,0,9,221,273,5,15,198,225,18,33,57,199,2,1,7,4,18,8,2,0,8,22,2,16,8,8,0,0,0,27,40,28,3,15,16,1,8,38,15,9,14,54,46,54,"39,043"
"Jonas Lîssl\Jonas-Lossl","DEN","GK",NA,"Huddersfield",29,1989,31,30,2777,0,1,0,0,1,0,"2018-19",0,0,0,3,693,1097,0,1,213,215,480,881,39,867,97,1,0,0,21,0,0,0,0,5,0,0,0,1,0,0,0,2,2,2,0,0,2,2,20,38,3,7,28,22,76,16,"23,203"
"Dejan Lovren\Dejan-Lovren","CRO","DF",NA,"Liverpool",29,1989,13,11,985,1,0,0,0,1,0,"2018-19",6,1,0,1,716,809,4,8,508,542,204,259,171,555,18,1,0,3,32,2,1,0,3,10,0,4,10,10,1,0,0,0,0,0,0,17,27,10,2,38,30,7,1,89,22,97,"52,983"
"Chris Lîwe\Chris-Lowe","GER","DF","MF","Huddersfield",29,1989,29,23,2057,0,2,0,0,2,0,"2018-19",18,6,1,18,747,1081,8,52,559,685,180,344,752,130,34,1,32,119,40,28,18,0,14,13,2,140,10,19,0,1,0,12,17,12,0,38,67,29,20,38,3,7,28,22,76,16,"23,203"
"Matthew Lowton\Matthew-Lowton"," ENG","DF",NA,"Burnley",29,1989,21,19,1748,0,0,0,0,7,0,"2018-19",5,0,0,8,623,910,5,18,449,556,169,336,80,555,6,0,0,208,68,17,5,0,22,12,0,59,34,26,0,0,0,14,22,15,0,58,90,32,15,38,11,7,20,45,68,40,"20,534"
"David Luiz\David-Luiz","BRA","DF",NA,"Chelsea",31,1987,36,36,3239,3,2,0,0,3,0,"2018-19",33,8,9,16,2293,2621,17,31,1460,1571,816,1019,558,1893,94,9,0,9,240,20,1,0,34,29,0,6,34,36,0,0,0,8,9,8,0,52,67,15,3,38,21,9,8,63,39,72,"40,437"
"Romelu Lukaku\Romelu-Lukaku","BEL","FW",NA,"Manchester Utd",25,1993,32,22,2130,12,0,0,0,4,0,"2018-19",59,33,0,24,379,583,10,27,321,458,48,98,328,133,0,3,0,0,30,25,2,0,18,3,23,44,8,2,1,0,0,26,38,27,2,11,18,7,6,38,19,9,10,65,54,66,"74,498"
"James Maddison\James-Maddison"," ENG","MF","FW","Leicester City",21,1996,36,35,2848,7,7,1,2,4,1,"2018-19",82,27,14,96,1243,1617,17,48,925,1070,301,499,168,1396,74,11,156,1,137,47,2,1,26,78,2,206,34,13,2,0,0,43,59,46,6,59,104,45,9,38,15,7,16,51,48,52,"31,851"
"Gary Madine\Gary-Madine"," ENG","FW","MF","Cardiff City",27,1990,5,0,32,0,0,0,0,0,0,"2018-19",0,0,0,0,12,13,1,1,11,12,0,0,1,8,0,0,0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,18,38,10,4,24,34,69,34,"31,408"
"Harry Maguire\Harry-Maguire"," ENG","DF",NA,"Leicester City",25,1993,31,31,2598,3,0,0,0,6,1,"2018-19",29,11,0,9,1496,1749,12,30,912,1018,572,701,200,1336,63,2,0,4,177,10,0,0,20,16,4,1,19,36,0,0,0,17,20,17,0,33,40,7,9,38,15,7,16,51,48,52,"31,851"
"Riyad Mahrez\Riyad-Mahrez","ALG","FW","MF","Manchester City",27,1991,27,14,1339,7,4,0,1,0,0,"2018-19",54,24,1,25,717,884,10,30,557,634,150,220,772,70,9,8,44,11,29,36,7,0,10,15,9,74,10,9,0,0,0,31,55,33,1,14,27,13,1,38,32,2,4,95,23,98,"54,130"
"Ainsley Maitland-Niles\Ainsley-Maitland-Niles"," ENG","DF",NA,"Arsenal",20,1997,16,11,985,1,1,0,0,2,1,"2018-19",6,3,0,6,454,571,5,25,377,435,72,111,89,356,3,1,0,103,33,7,0,1,8,13,1,18,23,19,0,0,0,19,26,19,0,35,52,17,5,38,21,7,10,73,51,70,"59,899"
"Sadio ManÇ\Sadio-Mane","SEN","FW",NA,"Liverpool",26,1992,36,35,3086,22,1,0,0,2,0,"2018-19",88,42,0,43,932,1215,16,61,780,954,136,200,289,826,3,10,3,14,77,42,3,0,35,64,26,39,31,16,1,0,0,61,110,67,4,46,81,35,2,38,30,7,1,89,22,97,"52,983"
"Javier Manquillo\Javier-Manquillo","ESP","DF",NA,"Newcastle Utd",24,1994,18,12,1097,0,3,0,0,2,0,"2018-19",2,1,0,8,352,517,6,25,288,373,58,119,40,310,2,2,0,124,27,10,2,0,13,8,1,29,15,16,0,0,0,5,13,6,0,33,44,11,13,38,12,9,17,42,48,45,"51,121"
"Solly March\Solly-March"," ENG","FW","MF","Brighton",24,1994,35,30,2473,1,5,0,0,1,0,"2018-19",42,9,3,38,597,924,14,71,452,592,131,261,745,86,22,1,35,22,35,31,17,0,29,30,7,153,24,28,1,0,0,43,67,48,1,47,81,34,17,38,9,9,20,35,60,36,"30,426"
"Adrian Mariappa\Adrian-Mariappa","JAM","DF",NA,"Watford",31,1986,26,20,1921,0,0,0,0,3,0,"2018-19",5,1,0,5,736,879,6,12,492,541,238,326,82,713,19,0,0,4,47,3,1,0,19,4,1,1,14,25,0,0,0,1,3,2,0,40,58,18,11,38,14,8,16,52,59,50,"20,016"
"Lazar Markovi?\Lazar-Markovic","SRB","FW",NA,"Fulham",24,1994,1,0,45,0,0,0,0,0,0,"2018-19",0,0,0,1,29,30,1,2,26,26,2,2,0,30,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,38,7,5,26,34,81,26,"24,371"
"Anthony Martial\Anthony-Martial","FRA","FW",NA,"Manchester Utd",22,1995,27,18,1624,10,2,1,1,2,0,"2018-19",37,22,0,33,575,752,12,44,522,637,41,71,102,605,0,3,2,11,35,30,4,0,14,28,6,33,16,3,2,0,0,31,57,34,1,19,31,12,6,38,19,9,10,65,54,66,"74,498"
"Adam Masina\Adam-Masina","ITA","DF",NA,"Watford",24,1994,14,11,1003,0,1,0,0,5,0,"2018-19",3,0,0,2,436,565,7,24,349,413,80,128,359,56,13,0,16,98,30,4,2,0,17,10,1,31,14,16,0,0,0,6,11,6,0,26,41,15,11,38,14,8,16,52,59,50,"20,016"
"Arthur Masuaku\Arthur-Masuaku","COD","DF",NA,"West Ham",24,1993,23,19,1755,0,1,0,0,2,0,"2018-19",4,1,0,15,878,1092,14,38,711,802,153,252,829,50,15,3,0,168,65,13,6,0,16,5,0,36,36,36,0,0,0,30,43,30,1,53,85,32,10,38,15,7,16,52,55,52,"58,336"
"Juan Mata\Juan-Mata","ESP","FW","MF","Manchester Utd",30,1988,22,16,1293,3,2,0,0,3,0,"2018-19",19,6,3,29,618,766,10,23,483,543,125,200,649,104,18,1,35,4,62,22,5,0,10,9,8,67,3,6,2,0,0,12,20,13,0,6,26,20,6,38,19,9,10,65,54,66,"74,498"
"Nemanja Mati?\Nemanja-Matic","SRB","MF",NA,"Manchester Utd",29,1988,28,28,2440,1,0,0,0,7,1,"2018-19",12,3,0,14,1579,1797,23,42,1180,1297,376,458,1430,233,52,2,0,4,173,20,3,1,27,20,1,9,29,31,0,0,0,18,21,20,0,49,91,42,6,38,19,9,10,65,54,66,"74,498"
"Joâl Matip\Joel-Matip","CMR","DF",NA,"Liverpool",26,1991,22,17,1532,1,0,0,0,3,0,"2018-19",8,2,0,2,1158,1320,5,12,789,851,364,457,160,1043,20,1,0,10,85,5,0,0,12,17,0,0,23,31,0,0,0,5,7,5,0,32,45,13,2,38,30,7,1,89,22,97,"52,983"
"Konstantinos Mavropanos\Konstantinos-Mavropanos","GRE","DF",NA,"Arsenal",20,1997,4,3,149,0,0,0,0,1,0,"2018-19",1,0,0,1,125,133,2,3,88,92,35,38,25,98,1,0,0,0,12,0,0,0,2,0,0,0,2,5,0,0,0,1,1,1,0,4,4,0,5,38,21,7,10,73,51,70,"59,899"
"Alfie Mawson\Alfie-Mawson"," ENG","DF",NA,"Fulham",24,1994,15,13,1130,0,0,0,0,2,0,"2018-19",2,1,0,1,397,487,2,6,263,291,132,190,81,344,15,0,0,1,19,0,0,0,6,5,0,3,6,19,0,0,0,3,3,3,1,11,16,5,19,38,7,5,26,34,81,26,"24,371"
"Isaac Mbenza\Isaac-Mbenza","BEL","FW","MF","Huddersfield",22,1996,22,10,982,1,1,0,0,1,0,"2018-19",15,5,0,7,188,282,2,14,156,207,30,61,27,236,1,1,5,5,9,4,2,0,9,6,6,34,7,6,0,0,0,10,25,13,2,14,21,7,20,38,3,7,28,22,76,16,"23,203"
"James McArthur\James-McArthur"," SCO","MF",NA,"Crystal Palace",30,1987,38,36,3072,3,6,0,0,7,0,"2018-19",34,8,0,30,1151,1454,16,54,915,1066,220,334,328,1011,14,6,2,21,106,14,0,0,61,39,2,16,56,43,0,1,0,29,42,30,2,89,154,65,12,38,14,7,17,51,53,49,"25,455"
"Alex McCarthy\Alex-McCarthy"," ENG","GK",NA,"Southampton",28,1989,25,25,2250,0,0,0,0,1,0,"2018-19",0,0,0,0,318,637,0,2,121,122,197,513,50,451,72,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,16,38,9,12,17,45,65,39,"30,139"
"James McCarthy\James-McCarthy","IRL","MF",NA,"Everton",27,1990,1,0,14,0,0,0,0,0,0,"2018-19",0,0,0,0,7,8,1,2,4,4,2,2,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,38,15,9,14,54,46,54,"39,043"
"Kevin McDonald\Kevin-McDonald"," SCO","MF",NA,"Fulham",29,1988,15,10,841,0,0,0,0,5,1,"2018-19",4,0,0,3,484,567,6,9,364,400,114,158,64,466,22,0,0,0,46,0,0,1,12,6,0,3,10,11,0,0,0,1,2,1,1,10,18,8,19,38,7,5,26,34,81,26,"24,371"
"Dwight McNeil\Dwight-McNeil"," ENG","MF","FW","Burnley",18,1999,21,19,1598,3,5,0,0,2,0,"2018-19",28,6,4,27,383,584,8,41,303,378,72,165,519,26,23,0,21,7,25,19,13,0,15,10,1,118,11,14,0,0,0,33,58,36,0,25,61,36,15,38,11,7,20,45,68,40,"20,534"
"Scott McTominay\Scott-McTominay"," SCO","MF","DF","Manchester Utd",21,1996,16,9,861,2,0,0,0,1,0,"2018-19",15,6,0,1,387,455,5,9,312,345,70,101,21,387,4,0,0,2,33,1,0,0,11,16,1,3,13,14,0,0,0,2,9,4,0,16,21,5,6,38,19,9,10,65,54,66,"74,498"
"Ben Mee\Ben-Mee"," ENG","DF",NA,"Burnley",28,1989,38,38,3420,0,2,0,0,9,0,"2018-19",23,6,0,9,1119,1484,6,25,666,787,447,672,1058,194,26,0,0,8,122,5,1,0,28,20,0,4,24,44,0,1,2,9,12,9,0,54,72,18,15,38,11,7,20,45,68,40,"20,534"
"Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing"," ENG","MF","FW","Cardiff City",26,1992,20,11,985,4,1,1,1,0,0,"2018-19",20,8,0,20,173,284,3,30,143,202,27,52,34,211,0,1,2,3,15,4,2,0,7,3,3,26,23,11,1,0,0,26,35,26,2,35,46,11,18,38,10,4,24,34,69,34,"31,408"
"Benjamin Mendy\Benjamin-Mendy","FRA","DF",NA,"Manchester City",24,1994,10,10,900,0,5,0,0,1,0,"2018-19",7,2,0,12,668,791,5,13,559,615,104,163,632,38,6,0,0,93,54,27,11,0,12,2,0,51,8,10,0,0,0,12,18,15,3,15,26,11,1,38,32,2,4,95,23,98,"54,130"
"Nampalys Mendy\Nampalys-Mendy","FRA","MF",NA,"Leicester City",26,1992,31,23,2087,0,0,0,0,5,0,"2018-19",3,0,0,6,969,1106,12,28,783,858,174,220,122,938,3,0,0,1,95,3,1,0,22,36,0,4,23,27,0,1,0,19,27,21,0,40,63,23,9,38,15,7,16,51,48,52,"31,851"
"Chris Mepham\Chris-Mepham"," WAL","DF",NA,"Bournemouth",20,1997,13,10,849,0,1,0,0,1,0,"2018-19",2,0,0,0,324,391,2,5,216,244,106,142,20,321,12,1,0,5,17,0,0,0,7,4,0,1,4,15,0,0,0,4,6,5,1,10,12,2,14,38,13,6,19,56,70,45,"10,532"
"Max Meyer\Max-Meyer","GER","MF","FW","Crystal Palace",22,1995,29,15,1413,1,2,0,0,3,0,"2018-19",35,6,0,23,566,697,11,31,498,575,57,91,217,450,2,1,20,3,45,13,2,0,10,18,1,25,16,17,1,0,0,19,26,19,0,34,48,14,12,38,14,7,17,51,53,49,"25,455"
"Luka Milivojevi?\Luka-Milivojevic","SRB","MF",NA,"Crystal Palace",27,1991,38,38,3420,12,2,10,11,10,0,"2018-19",47,13,16,59,1629,2140,27,65,1201,1378,401,697,278,1684,107,4,136,9,181,24,6,0,60,39,0,183,67,72,0,0,0,18,28,20,0,93,160,67,12,38,14,7,17,51,53,49,"25,455"
"James Milner\James-Milner"," ENG","MF","DF","Liverpool",32,1986,31,19,1785,5,4,3,3,6,1,"2018-19",21,4,1,45,1300,1614,17,52,967,1091,316,471,130,1341,41,7,90,90,143,28,3,1,28,27,0,133,26,16,0,0,0,17,21,18,1,44,77,33,2,38,30,7,1,89,22,97,"52,983"
"Yerry Mina\Yerry-Mina","COL","DF",NA,"Everton",23,1994,13,10,890,1,0,0,0,3,0,"2018-19",4,1,0,3,413,488,1,5,267,297,145,186,69,366,16,0,0,2,28,1,0,0,13,5,1,0,12,7,1,0,0,1,1,1,0,17,23,6,8,38,15,9,14,54,46,54,"39,043"
"Tyrone Mings\Tyrone-Mings"," ENG","DF",NA,"Bournemouth",25,1993,5,2,141,0,0,0,0,0,0,"2018-19",0,0,0,0,74,91,1,3,57,66,16,22,70,7,1,0,0,7,8,0,0,0,0,1,0,1,2,7,0,0,0,1,1,1,0,3,4,1,14,38,13,6,19,56,70,45,"10,532"
"Aleksandar Mitrovi?\Aleksandar-Mitrovic","SRB","FW",NA,"Fulham",23,1994,37,37,3281,11,3,1,1,7,0,"2018-19",122,42,2,26,761,1053,27,58,666,887,68,108,84,642,0,4,0,5,45,16,0,0,61,59,34,7,10,8,1,0,0,32,59,34,10,16,25,9,19,38,7,5,26,34,81,26,"24,371"
"Henrikh Mkhitaryan\Henrikh-Mkhitaryan","ARM","FW","MF","Arsenal",29,1989,25,19,1644,6,4,0,0,1,0,"2018-19",50,14,1,27,661,872,16,52,553,659,92,161,174,639,12,10,44,10,67,28,1,0,27,11,3,63,18,17,0,0,0,24,51,27,3,28,52,24,5,38,21,7,10,73,51,70,"59,899"
"Nacho Monreal\Nacho-Monreal","ESP","DF",NA,"Arsenal",32,1986,22,21,1861,1,3,0,0,5,0,"2018-19",9,4,0,11,1121,1296,18,44,938,1024,165,228,961,128,17,0,0,137,68,14,3,0,17,21,1,28,27,28,1,0,0,10,14,10,0,36,53,17,5,38,21,7,10,73,51,70,"59,899"
"Mart°n Montoya\Martin-Montoya","ESP","DF",NA,"Brighton",27,1991,25,24,2166,0,1,0,0,4,0,"2018-19",8,1,0,19,895,1145,7,41,733,862,155,242,113,709,7,1,0,241,67,15,4,0,29,17,0,37,26,49,0,0,0,12,21,15,1,56,85,29,17,38,9,9,20,35,60,36,"30,426"
"Aaron Mooy\Aaron-Mooy","AUS","MF","FW","Huddersfield",27,1990,29,25,2327,3,1,1,1,4,0,"2018-19",39,13,8,43,1078,1427,16,57,857,993,205,377,368,1009,45,3,75,7,134,26,7,0,26,15,1,139,43,16,0,0,0,30,53,32,0,66,108,42,20,38,3,7,28,22,76,16,"23,203"
